tag,label,image_path,dim
ID,Brachypterois serrulata,/home/reshma/Otolith/otolith_Final/model_data/test/Brachypterois serrulata/Brachypterois serrulata_Sp4_L (18).tif,2560.0
ID,Brachypterois serrulata,/home/reshma/Otolith/otolith_Final/model_data/test/Brachypterois serrulata/Brachypterois serrulata_Sp4_L (19).tif,2560.0
ID,Brachypterois serrulata,/home/reshma/Otolith/otolith_Final/model_data/test/Brachypterois serrulata/Brachypterois serrulata_Sp4_L (2).tif,2560.0
ID,Brachypterois serrulata,/home/reshma/Otolith/otolith_Final/model_data/test/Brachypterois serrulata/Brachypterois serrulata_Sp4_L (20).tif,2560.0
ID,Brachypterois serrulata,/home/reshma/Otolith/otolith_Final/model_data/test/Brachypterois serrulata/Brachypterois serrulata_Sp4_L (21).tif,2560.0
ID,Brachypterois serrulata,/home/reshma/Otolith/otolith_Final/model_data/test/Brachypterois serrulata/Brachypterois serrulata_Sp4_L (22).tif,2560.0
ID,Brachypterois serrulata,/home/reshma/Otolith/otolith_Final/model_data/test/Brachypterois serrulata/Brachypterois serrulata_Sp4_L (23).tif,2560.0
ID,Brachypterois serrulata,/home/reshma/Otolith/otolith_Final/model_data/test/Brachypterois serrulata/Brachypterois serrulata_Sp4_L (24).tif,2560.0
ID,Brachypterois serrulata,/home/reshma/Otolith/otolith_Final/model_data/test/Brachypterois serrulata/Brachypterois serrulata_Sp4_L (25).tif,2560.0
ID,Brachypterois serrulata,/home/reshma/Otolith/otolith_Final/model_data/test/Brachypterois serrulata/Brachypterois serrulata_Sp4_L (26).tif,2560.0
ID,Brachypterois serrulata,/home/reshma/Otolith/otolith_Final/model_data/test/Brachypterois serrulata/Brachypterois serrulata_Sp4_L (27).tif,2560.0
ID,Brachypterois serrulata,/home/reshma/Otolith/otolith_Final/model_data/test/Brachypterois serrulata/Brachypterois serrulata_Sp4_L (28).tif,2560.0
ID,Brachypterois serrulata,/home/reshma/Otolith/otolith_Final/model_data/test/Brachypterois serrulata/Brachypterois serrulata_Sp4_L (29).tif,2560.0
ID,Brachypterois serrulata,/home/reshma/Otolith/otolith_Final/model_data/test/Brachypterois serrulata/Brachypterois serrulata_Sp4_L (3).tif,2560.0
ID,Brachypterois serrulata,/home/reshma/Otolith/otolith_Final/model_data/test/Brachypterois serrulata/Brachypterois serrulata_Sp4_L (30).tif,2560.0
ID,Brachypterois serrulata,/home/reshma/Otolith/otolith_Final/model_data/test/Brachypterois serrulata/Brachypterois serrulata_Sp4_L (31).tif,2560.0
ID,Brachypterois serrulata,/home/reshma/Otolith/otolith_Final/model_data/test/Brachypterois serrulata/Brachypterois serrulata_Sp4_L (32).tif,2560.0
ID,Brachypterois serrulata,/home/reshma/Otolith/otolith_Final/model_data/test/Brachypterois serrulata/Brachypterois serrulata_Sp4_L (33).tif,2560.0
ID,Brachypterois serrulata,/home/reshma/Otolith/otolith_Final/model_data/test/Brachypterois serrulata/Brachypterois serrulata_Sp4_L (34).tif,2560.0
ID,Brachypterois serrulata,/home/reshma/Otolith/otolith_Final/model_data/test/Brachypterois serrulata/Brachypterois serrulata_Sp4_L (35).tif,2560.0
ID,Brachypterois serrulata,/home/reshma/Otolith/otolith_Final/model_data/test/Brachypterois serrulata/Brachypterois serrulata_Sp4_L (36).tif,2560.0
ID,Brachypterois serrulata,/home/reshma/Otolith/otolith_Final/model_data/test/Brachypterois serrulata/Brachypterois serrulata_Sp4_L (37).tif,2560.0
ID,Brachypterois serrulata,/home/reshma/Otolith/otolith_Final/model_data/test/Brachypterois serrulata/Brachypterois serrulata_Sp4_L (38).tif,2560.0
ID,Brachypterois serrulata,/home/reshma/Otolith/otolith_Final/model_data/test/Brachypterois serrulata/Brachypterois serrulata_Sp4_L (39).tif,2560.0
ID,Brachypterois serrulata,/home/reshma/Otolith/otolith_Final/model_data/test/Brachypterois serrulata/Brachypterois serrulata_Sp4_L (4).tif,2560.0
ID,Brachypterois serrulata,/home/reshma/Otolith/otolith_Final/model_data/test/Brachypterois serrulata/Brachypterois serrulata_Sp4_L (40).tif,2560.0
ID,Brachypterois serrulata,/home/reshma/Otolith/otolith_Final/model_data/test/Brachypterois serrulata/Brachypterois serrulata_Sp4_L (41).tif,2560.0
ID,Brachypterois serrulata,/home/reshma/Otolith/otolith_Final/model_data/test/Brachypterois serrulata/Brachypterois serrulata_Sp4_L (42).tif,2560.0
ID,Brachypterois serrulata,/home/reshma/Otolith/otolith_Final/model_data/test/Brachypterois serrulata/Brachypterois serrulata_Sp4_L (43).tif,2560.0
ID,Brachypterois serrulata,/home/reshma/Otolith/otolith_Final/model_data/test/Brachypterois serrulata/Brachypterois serrulata_Sp4_L (44).tif,2560.0
ID,Brachypterois serrulata,/home/reshma/Otolith/otolith_Final/model_data/test/Brachypterois serrulata/Brachypterois serrulata_Sp4_L (45).tif,2560.0
ID,Brachypterois serrulata,/home/reshma/Otolith/otolith_Final/model_data/test/Brachypterois serrulata/Brachypterois serrulata_Sp4_L (46).tif,2560.0
ID,Brachypterois serrulata,/home/reshma/Otolith/otolith_Final/model_data/test/Brachypterois serrulata/Brachypterois serrulata_Sp4_L (47).tif,2560.0
ID,Brachypterois serrulata,/home/reshma/Otolith/otolith_Final/model_data/test/Brachypterois serrulata/Brachypterois serrulata_Sp4_L (48).tif,2560.0
ID,Brachypterois serrulata,/home/reshma/Otolith/otolith_Final/model_data/test/Brachypterois serrulata/Brachypterois serrulata_Sp4_L (49).tif,2560.0
ID,Brachypterois serrulata,/home/reshma/Otolith/otolith_Final/model_data/test/Brachypterois serrulata/Brachypterois serrulata_Sp4_L (5).tif,2560.0
ID,Brachypterois serrulata,/home/reshma/Otolith/otolith_Final/model_data/test/Brachypterois serrulata/Brachypterois serrulata_Sp4_L (50).tif,2560.0
ID,Brachypterois serrulata,/home/reshma/Otolith/otolith_Final/model_data/test/Brachypterois serrulata/Brachypterois serrulata_Sp4_L (51).tif,2560.0
ID,Brachypterois serrulata,/home/reshma/Otolith/otolith_Final/model_data/test/Brachypterois serrulata/Brachypterois serrulata_Sp4_L (52).tif,2560.0
ID,Brachypterois serrulata,/home/reshma/Otolith/otolith_Final/model_data/test/Brachypterois serrulata/Brachypterois serrulata_Sp4_L (53).tif,2560.0
ID,Brachypterois serrulata,/home/reshma/Otolith/otolith_Final/model_data/test/Brachypterois serrulata/Brachypterois serrulata_Sp4_L (54).tif,2560.0
ID,Brachypterois serrulata,/home/reshma/Otolith/otolith_Final/model_data/test/Brachypterois serrulata/Brachypterois serrulata_Sp4_L (55).tif,2560.0
ID,Brachypterois serrulata,/home/reshma/Otolith/otolith_Final/model_data/test/Brachypterois serrulata/Brachypterois serrulata_Sp4_L (56).tif,2560.0
ID,Brachypterois serrulata,/home/reshma/Otolith/otolith_Final/model_data/test/Brachypterois serrulata/Brachypterois serrulata_Sp4_L (57).tif,2560.0
ID,Brachypterois serrulata,/home/reshma/Otolith/otolith_Final/model_data/test/Brachypterois serrulata/Brachypterois serrulata_Sp4_L (58).tif,2560.0
ID,Brachypterois serrulata,/home/reshma/Otolith/otolith_Final/model_data/test/Brachypterois serrulata/Brachypterois serrulata_Sp4_L (59).tif,2560.0
ID,Brachypterois serrulata,/home/reshma/Otolith/otolith_Final/model_data/test/Brachypterois serrulata/Brachypterois serrulata_Sp4_L (6).tif,2560.0
ID,Brachypterois serrulata,/home/reshma/Otolith/otolith_Final/model_data/test/Brachypterois serrulata/Brachypterois serrulata_Sp4_L (60).tif,2560.0
ID,Brachypterois serrulata,/home/reshma/Otolith/otolith_Final/model_data/test/Brachypterois serrulata/Brachypterois serrulata_Sp4_L (61).tif,2560.0
ID,Brachypterois serrulata,/home/reshma/Otolith/otolith_Final/model_data/test/Brachypterois serrulata/Brachypterois serrulata_Sp4_L (62).tif,2560.0
ID,Brachypterois serrulata,/home/reshma/Otolith/otolith_Final/model_data/test/Brachypterois serrulata/Brachypterois serrulata_Sp4_L (63).tif,2560.0
ID,Brachypterois serrulata,/home/reshma/Otolith/otolith_Final/model_data/test/Brachypterois serrulata/Brachypterois serrulata_Sp4_L (64).tif,2560.0
ID,Brachypterois serrulata,/home/reshma/Otolith/otolith_Final/model_data/test/Brachypterois serrulata/Brachypterois serrulata_Sp4_L (65).tif,2560.0
ID,Brachypterois serrulata,/home/reshma/Otolith/otolith_Final/model_data/test/Brachypterois serrulata/Brachypterois serrulata_Sp4_L (66).tif,2560.0
ID,Brachypterois serrulata,/home/reshma/Otolith/otolith_Final/model_data/test/Brachypterois serrulata/Brachypterois serrulata_Sp4_L (67).tif,2560.0
ID,Brachypterois serrulata,/home/reshma/Otolith/otolith_Final/model_data/test/Brachypterois serrulata/Brachypterois serrulata_Sp4_L (68).tif,2560.0
ID,Brachypterois serrulata,/home/reshma/Otolith/otolith_Final/model_data/test/Brachypterois serrulata/Brachypterois serrulata_Sp4_L (69).tif,2560.0
ID,Brachypterois serrulata,/home/reshma/Otolith/otolith_Final/model_data/test/Brachypterois serrulata/Brachypterois serrulata_Sp4_L (7).tif,2560.0
ID,Brachypterois serrulata,/home/reshma/Otolith/otolith_Final/model_data/test/Brachypterois serrulata/Brachypterois serrulata_Sp4_L (70).tif,2560.0
ID,Brachypterois serrulata,/home/reshma/Otolith/otolith_Final/model_data/test/Brachypterois serrulata/Brachypterois serrulata_Sp4_L (71).tif,2560.0
ID,Brachypterois serrulata,/home/reshma/Otolith/otolith_Final/model_data/test/Brachypterois serrulata/Brachypterois serrulata_Sp4_L (72).tif,2560.0
ID,Brachypterois serrulata,/home/reshma/Otolith/otolith_Final/model_data/test/Brachypterois serrulata/Brachypterois serrulata_Sp4_L (73).tif,2560.0
ID,Brachypterois serrulata,/home/reshma/Otolith/otolith_Final/model_data/test/Brachypterois serrulata/Brachypterois serrulata_Sp4_L (74).tif,2560.0
ID,Brachypterois serrulata,/home/reshma/Otolith/otolith_Final/model_data/test/Brachypterois serrulata/Brachypterois serrulata_Sp4_L (75).tif,2560.0
ID,Brachypterois serrulata,/home/reshma/Otolith/otolith_Final/model_data/test/Brachypterois serrulata/Brachypterois serrulata_Sp4_L (76).tif,2560.0
ID,Brachypterois serrulata,/home/reshma/Otolith/otolith_Final/model_data/test/Brachypterois serrulata/Brachypterois serrulata_Sp4_L (77).tif,2560.0
ID,Brachypterois serrulata,/home/reshma/Otolith/otolith_Final/model_data/test/Brachypterois serrulata/Brachypterois serrulata_Sp4_L (78).tif,2560.0
ID,Brachypterois serrulata,/home/reshma/Otolith/otolith_Final/model_data/test/Brachypterois serrulata/Brachypterois serrulata_Sp4_L (79).tif,2560.0
ID,Brachypterois serrulata,/home/reshma/Otolith/otolith_Final/model_data/test/Brachypterois serrulata/Brachypterois serrulata_Sp4_L (8).tif,2560.0
ID,Brachypterois serrulata,/home/reshma/Otolith/otolith_Final/model_data/test/Brachypterois serrulata/Brachypterois serrulata_Sp4_L (80).tif,2560.0
ID,Brachypterois serrulata,/home/reshma/Otolith/otolith_Final/model_data/test/Brachypterois serrulata/Brachypterois serrulata_Sp4_L (81).tif,2560.0
ID,Brachypterois serrulata,/home/reshma/Otolith/otolith_Final/model_data/test/Brachypterois serrulata/Brachypterois serrulata_Sp4_L (82).tif,2560.0
ID,Brachypterois serrulata,/home/reshma/Otolith/otolith_Final/model_data/test/Brachypterois serrulata/Brachypterois serrulata_Sp4_L (83).tif,2560.0
ID,Brachypterois serrulata,/home/reshma/Otolith/otolith_Final/model_data/test/Brachypterois serrulata/Brachypterois serrulata_Sp4_L (84).tif,2560.0
ID,Brachypterois serrulata,/home/reshma/Otolith/otolith_Final/model_data/test/Brachypterois serrulata/Brachypterois serrulata_Sp4_L (85).tif,2560.0
ID,Brachypterois serrulata,/home/reshma/Otolith/otolith_Final/model_data/test/Brachypterois serrulata/Brachypterois serrulata_Sp4_L (86).tif,2560.0
ID,Brachypterois serrulata,/home/reshma/Otolith/otolith_Final/model_data/test/Brachypterois serrulata/Brachypterois serrulata_Sp4_L (87).tif,2560.0
ID,Brachypterois serrulata,/home/reshma/Otolith/otolith_Final/model_data/test/Brachypterois serrulata/Brachypterois serrulata_Sp4_L (88).tif,2560.0
ID,Brachypterois serrulata,/home/reshma/Otolith/otolith_Final/model_data/test/Brachypterois serrulata/Brachypterois serrulata_Sp4_L (89).tif,2560.0
ID,Brachypterois serrulata,/home/reshma/Otolith/otolith_Final/model_data/test/Brachypterois serrulata/Brachypterois serrulata_Sp4_L (9).tif,2560.0
ID,Brachypterois serrulata,/home/reshma/Otolith/otolith_Final/model_data/test/Brachypterois serrulata/Brachypterois serrulata_Sp4_L (90).tif,2560.0
ID,Brachypterois serrulata,/home/reshma/Otolith/otolith_Final/model_data/test/Brachypterois serrulata/Brachypterois serrulata_Sp4_L (91).tif,2560.0
ID,Brachypterois serrulata,/home/reshma/Otolith/otolith_Final/model_data/test/Brachypterois serrulata/Brachypterois serrulata_Sp4_L (92).tif,2560.0
ID,Brachypterois serrulata,/home/reshma/Otolith/otolith_Final/model_data/test/Brachypterois serrulata/Brachypterois serrulata_Sp4_L (93).tif,2560.0
ID,Brachypterois serrulata,/home/reshma/Otolith/otolith_Final/model_data/test/Brachypterois serrulata/Brachypterois serrulata_Sp4_L (94).tif,2560.0
ID,Brachypterois serrulata,/home/reshma/Otolith/otolith_Final/model_data/test/Brachypterois serrulata/Brachypterois serrulata_Sp4_L (95).tif,2560.0
ID,Brachypterois serrulata,/home/reshma/Otolith/otolith_Final/model_data/test/Brachypterois serrulata/Brachypterois serrulata_Sp4_L (96).tif,2560.0
ID,Brachypterois serrulata,/home/reshma/Otolith/otolith_Final/model_data/test/Brachypterois serrulata/Brachypterois serrulata_Sp4_L (97).tif,2560.0
ID,Brachypterois serrulata,/home/reshma/Otolith/otolith_Final/model_data/test/Brachypterois serrulata/Brachypterois serrulata_Sp4_L (98).tif,2560.0
ID,Brachypterois serrulata,/home/reshma/Otolith/otolith_Final/model_data/test/Brachypterois serrulata/Brachypterois serrulata_Sp4_L (99).tif,2560.0
ID,Brachypterois serrulata,/home/reshma/Otolith/otolith_Final/model_data/test/Brachypterois serrulata/Brachypterois serrulata_Sp4_R (1).tif,2560.0
ID,Brachypterois serrulata,/home/reshma/Otolith/otolith_Final/model_data/test/Brachypterois serrulata/Brachypterois serrulata_Sp4_R (10).tif,2560.0
ID,Brachypterois serrulata,/home/reshma/Otolith/otolith_Final/model_data/test/Brachypterois serrulata/Brachypterois serrulata_Sp4_R (11).tif,2560.0
ID,Brachypterois serrulata,/home/reshma/Otolith/otolith_Final/model_data/test/Brachypterois serrulata/Brachypterois serrulata_Sp4_R (12).tif,2560.0
ID,Brachypterois serrulata,/home/reshma/Otolith/otolith_Final/model_data/test/Brachypterois serrulata/Brachypterois serrulata_Sp4_R (13).tif,2560.0
ID,Brachypterois serrulata,/home/reshma/Otolith/otolith_Final/model_data/test/Brachypterois serrulata/Brachypterois serrulata_Sp4_R (14).tif,2560.0
ID,Brachypterois serrulata,/home/reshma/Otolith/otolith_Final/model_data/test/Brachypterois serrulata/Brachypterois serrulata_Sp4_R (15).tif,2560.0
ID,Brachypterois serrulata,/home/reshma/Otolith/otolith_Final/model_data/test/Brachypterois serrulata/Brachypterois serrulata_Sp4_R (16).tif,2560.0
ID,Brachypterois serrulata,/home/reshma/Otolith/otolith_Final/model_data/test/Brachypterois serrulata/Brachypterois serrulata_Sp4_R (17).tif,2560.0
ID,Brachypterois serrulata,/home/reshma/Otolith/otolith_Final/model_data/test/Brachypterois serrulata/Brachypterois serrulata_Sp4_R (18).tif,2560.0
ID,Brachypterois serrulata,/home/reshma/Otolith/otolith_Final/model_data/test/Brachypterois serrulata/Brachypterois serrulata_Sp4_R (19).tif,2560.0
ID,Brachypterois serrulata,/home/reshma/Otolith/otolith_Final/model_data/test/Brachypterois serrulata/Brachypterois serrulata_Sp4_R (2).tif,2560.0
ID,Brachypterois serrulata,/home/reshma/Otolith/otolith_Final/model_data/test/Brachypterois serrulata/Brachypterois serrulata_Sp4_R (20).tif,2560.0
ID,Brachypterois serrulata,/home/reshma/Otolith/otolith_Final/model_data/test/Brachypterois serrulata/Brachypterois serrulata_Sp4_R (21).tif,2560.0
ID,Brachypterois serrulata,/home/reshma/Otolith/otolith_Final/model_data/test/Brachypterois serrulata/Brachypterois serrulata_Sp4_R (22).tif,2560.0
ID,Brachypterois serrulata,/home/reshma/Otolith/otolith_Final/model_data/test/Brachypterois serrulata/Brachypterois serrulata_Sp4_R (23).tif,2560.0
ID,Brachypterois serrulata,/home/reshma/Otolith/otolith_Final/model_data/test/Brachypterois serrulata/Brachypterois serrulata_Sp4_R (24).tif,2560.0
ID,Brachypterois serrulata,/home/reshma/Otolith/otolith_Final/model_data/test/Brachypterois serrulata/Brachypterois serrulata_Sp4_R (25).tif,2560.0
ID,Brachypterois serrulata,/home/reshma/Otolith/otolith_Final/model_data/test/Brachypterois serrulata/Brachypterois serrulata_Sp4_R (26).tif,2560.0
ID,Brachypterois serrulata,/home/reshma/Otolith/otolith_Final/model_data/test/Brachypterois serrulata/Brachypterois serrulata_Sp4_R (27).tif,2560.0
ID,Brachypterois serrulata,/home/reshma/Otolith/otolith_Final/model_data/test/Brachypterois serrulata/Brachypterois serrulata_Sp4_R (28).tif,2560.0
ID,Brachypterois serrulata,/home/reshma/Otolith/otolith_Final/model_data/test/Brachypterois serrulata/Brachypterois serrulata_Sp4_R (29).tif,2560.0
ID,Brachypterois serrulata,/home/reshma/Otolith/otolith_Final/model_data/test/Brachypterois serrulata/Brachypterois serrulata_Sp4_R (3).tif,2560.0
ID,Brachypterois serrulata,/home/reshma/Otolith/otolith_Final/model_data/test/Brachypterois serrulata/Brachypterois serrulata_Sp4_R (30).tif,2560.0
ID,Brachypterois serrulata,/home/reshma/Otolith/otolith_Final/model_data/test/Brachypterois serrulata/Brachypterois serrulata_Sp4_R (31).tif,2560.0
ID,Brachypterois serrulata,/home/reshma/Otolith/otolith_Final/model_data/test/Brachypterois serrulata/Brachypterois serrulata_Sp4_R (32).tif,2560.0
ID,Brachypterois serrulata,/home/reshma/Otolith/otolith_Final/model_data/test/Brachypterois serrulata/Brachypterois serrulata_Sp4_R (33).tif,2560.0
ID,Brachypterois serrulata,/home/reshma/Otolith/otolith_Final/model_data/test/Brachypterois serrulata/Brachypterois serrulata_Sp4_R (34).tif,2560.0
ID,Brachypterois serrulata,/home/reshma/Otolith/otolith_Final/model_data/test/Brachypterois serrulata/Brachypterois serrulata_Sp4_R (35).tif,2560.0
ID,Brachypterois serrulata,/home/reshma/Otolith/otolith_Final/model_data/test/Brachypterois serrulata/Brachypterois serrulata_Sp4_R (36).tif,2560.0
ID,Brachypterois serrulata,/home/reshma/Otolith/otolith_Final/model_data/test/Brachypterois serrulata/Brachypterois serrulata_Sp4_R (37).tif,2560.0
ID,Brachypterois serrulata,/home/reshma/Otolith/otolith_Final/model_data/test/Brachypterois serrulata/Brachypterois serrulata_Sp4_R (38).tif,2560.0
ID,Brachypterois serrulata,/home/reshma/Otolith/otolith_Final/model_data/test/Brachypterois serrulata/Brachypterois serrulata_Sp4_R (39).tif,2560.0
ID,Brachypterois serrulata,/home/reshma/Otolith/otolith_Final/model_data/test/Brachypterois serrulata/Brachypterois serrulata_Sp4_R (4).tif,2560.0
ID,Brachypterois serrulata,/home/reshma/Otolith/otolith_Final/model_data/test/Brachypterois serrulata/Brachypterois serrulata_Sp4_R (40).tif,2560.0
ID,Brachypterois serrulata,/home/reshma/Otolith/otolith_Final/model_data/test/Brachypterois serrulata/Brachypterois serrulata_Sp4_R (41).tif,2560.0
ID,Brachypterois serrulata,/home/reshma/Otolith/otolith_Final/model_data/test/Brachypterois serrulata/Brachypterois serrulata_Sp4_R (42).tif,2560.0
ID,Brachypterois serrulata,/home/reshma/Otolith/otolith_Final/model_data/test/Brachypterois serrulata/Brachypterois serrulata_Sp4_R (43).tif,2560.0
ID,Brachypterois serrulata,/home/reshma/Otolith/otolith_Final/model_data/test/Brachypterois serrulata/Brachypterois serrulata_Sp4_R (44).tif,2560.0
ID,Brachypterois serrulata,/home/reshma/Otolith/otolith_Final/model_data/test/Brachypterois serrulata/Brachypterois serrulata_Sp4_R (45).tif,2560.0
ID,Brachypterois serrulata,/home/reshma/Otolith/otolith_Final/model_data/test/Brachypterois serrulata/Brachypterois serrulata_Sp4_R (46).tif,2560.0
ID,Brachypterois serrulata,/home/reshma/Otolith/otolith_Final/model_data/test/Brachypterois serrulata/Brachypterois serrulata_Sp4_R (47).tif,2560.0
ID,Brachypterois serrulata,/home/reshma/Otolith/otolith_Final/model_data/test/Brachypterois serrulata/Brachypterois serrulata_Sp4_R (48).tif,2560.0
ID,Brachypterois serrulata,/home/reshma/Otolith/otolith_Final/model_data/test/Brachypterois serrulata/Brachypterois serrulata_Sp4_R (49).tif,2560.0
ID,Brachypterois serrulata,/home/reshma/Otolith/otolith_Final/model_data/test/Brachypterois serrulata/Brachypterois serrulata_Sp4_R (5).tif,2560.0
ID,Brachypterois serrulata,/home/reshma/Otolith/otolith_Final/model_data/test/Brachypterois serrulata/Brachypterois serrulata_Sp4_R (50).tif,2560.0
ID,Brachypterois serrulata,/home/reshma/Otolith/otolith_Final/model_data/test/Brachypterois serrulata/Brachypterois serrulata_Sp4_R (51).tif,2560.0
ID,Brachypterois serrulata,/home/reshma/Otolith/otolith_Final/model_data/test/Brachypterois serrulata/Brachypterois serrulata_Sp4_R (52).tif,2560.0
ID,Brachypterois serrulata,/home/reshma/Otolith/otolith_Final/model_data/test/Brachypterois serrulata/Brachypterois serrulata_Sp4_R (53).tif,2560.0
ID,Brachypterois serrulata,/home/reshma/Otolith/otolith_Final/model_data/test/Brachypterois serrulata/Brachypterois serrulata_Sp4_R (54).tif,2560.0
ID,Brachypterois serrulata,/home/reshma/Otolith/otolith_Final/model_data/test/Brachypterois serrulata/Brachypterois serrulata_Sp4_R (55).tif,2560.0
ID,Brachypterois serrulata,/home/reshma/Otolith/otolith_Final/model_data/test/Brachypterois serrulata/Brachypterois serrulata_Sp4_R (56).tif,2560.0
ID,Brachypterois serrulata,/home/reshma/Otolith/otolith_Final/model_data/test/Brachypterois serrulata/Brachypterois serrulata_Sp4_R (57).tif,2560.0
ID,Brachypterois serrulata,/home/reshma/Otolith/otolith_Final/model_data/test/Brachypterois serrulata/Brachypterois serrulata_Sp4_R (58).tif,2560.0
ID,Brachypterois serrulata,/home/reshma/Otolith/otolith_Final/model_data/test/Brachypterois serrulata/Brachypterois serrulata_Sp4_R (59).tif,2560.0
ID,Brachypterois serrulata,/home/reshma/Otolith/otolith_Final/model_data/test/Brachypterois serrulata/Brachypterois serrulata_Sp4_R (6).tif,2560.0
ID,Brachypterois serrulata,/home/reshma/Otolith/otolith_Final/model_data/test/Brachypterois serrulata/Brachypterois serrulata_Sp4_R (60).tif,2560.0
ID,Brachypterois serrulata,/home/reshma/Otolith/otolith_Final/model_data/test/Brachypterois serrulata/Brachypterois serrulata_Sp4_R (61).tif,2560.0
