path,source,true_label,assign_class,maha,pca,knn,is_ood,label,group
/home/reshma/Otolith/otolith_Final/OOD/shallow_marine/Nemipterus sp/L_sp3_Image007.tif,OOD,OOD_shallow_marine_Nemipterus sp,Neomerinthe erostris,189.30429,6.043916,25.107896518707275,True,OOD_shallow_marine_Nemipterus sp,OOD
/home/reshma/Otolith/otolith_Final/OOD/shallow_marine/Nemipterus sp/L_sp3_Image008.tif,OOD,OOD_shallow_marine_Nemipterus sp,Neomerinthe erostris,186.28517,5.9348326,25.07301986694336,True,OOD_shallow_marine_Nemipterus sp,OOD
/home/reshma/Otolith/otolith_Final/OOD/shallow_marine/Nemipterus sp/L_sp3_Image009.tif,OOD,OOD_shallow_marine_Nemipterus sp,Neomerinthe erostris,185.65031,5.9234133,25.112131366729734,True,OOD_shallow_marine_Nemipterus sp,OOD
/home/reshma/Otolith/otolith_Final/OOD/shallow_marine/Nemipterus sp/L_sp3_Image010.tif,OOD,OOD_shallow_marine_Nemipterus sp,Neomerinthe erostris,176.9829,6.3352275,25.33746067047119,True,OOD_shallow_marine_Nemipterus sp,OOD
/home/reshma/Otolith/otolith_Final/OOD/shallow_marine/Nemipterus sp/L_sp3_Image011.tif,OOD,OOD_shallow_marine_Nemipterus sp,Neomerinthe erostris,188.61046,5.921208,25.629083518981933,True,OOD_shallow_marine_Nemipterus sp,OOD
/home/reshma/Otolith/otolith_Final/OOD/shallow_marine/Nemipterus sp/L_sp3_Image012.tif,OOD,OOD_shallow_marine_Nemipterus sp,Neomerinthe erostris,187.21756,5.3821874,26.800856800079345,True,OOD_shallow_marine_Nemipterus sp,OOD
/home/reshma/Otolith/otolith_Final/OOD/shallow_marine/Nemipterus sp/L_sp3_Image013.tif,OOD,OOD_shallow_marine_Nemipterus sp,Neomerinthe erostris,187.43417,6.2260656,25.61191108703613,True,OOD_shallow_marine_Nemipterus sp,OOD
/home/reshma/Otolith/otolith_Final/OOD/shallow_marine/Nemipterus sp/L_sp3_Image014.tif,OOD,OOD_shallow_marine_Nemipterus sp,Neomerinthe erostris,183.42035,6.1450024,25.455502738952635,True,OOD_shallow_marine_Nemipterus sp,OOD
/home/reshma/Otolith/otolith_Final/OOD/shallow_marine/Nemipterus sp/L_sp3_Image015.tif,OOD,OOD_shallow_marine_Nemipterus sp,Neomerinthe erostris,180.06271,6.4840875,27.07175085067749,True,OOD_shallow_marine_Nemipterus sp,OOD
/home/reshma/Otolith/otolith_Final/OOD/shallow_marine/Nemipterus sp/L_sp3_Image016.tif,OOD,OOD_shallow_marine_Nemipterus sp,Neomerinthe erostris,146.83295,7.9426565,25.00357744216919,True,OOD_shallow_marine_Nemipterus sp,OOD
/home/reshma/Otolith/otolith_Final/OOD/shallow_marine/Nemipterus sp/L_sp3_Image017.tif,OOD,OOD_shallow_marine_Nemipterus sp,Neomerinthe erostris,121.65197,5.9609995,22.761778144836427,True,OOD_shallow_marine_Nemipterus sp,OOD
/home/reshma/Otolith/otolith_Final/OOD/shallow_marine/Nemipterus sp/L_sp4_Image001.tif,OOD,OOD_shallow_marine_Nemipterus sp,Neomerinthe erostris,184.48781,5.7976046,26.261277198791504,True,OOD_shallow_marine_Nemipterus sp,OOD
/home/reshma/Otolith/otolith_Final/OOD/shallow_marine/Nemipterus sp/L_sp4_Image002.tif,OOD,OOD_shallow_marine_Nemipterus sp,Neomerinthe erostris,190.8099,5.6823115,26.54361831665039,True,OOD_shallow_marine_Nemipterus sp,OOD
/home/reshma/Otolith/otolith_Final/OOD/shallow_marine/Nemipterus sp/L_sp4_Image003.tif,OOD,OOD_shallow_marine_Nemipterus sp,Neomerinthe erostris,180.43318,5.8062387,26.2008394241333,True,OOD_shallow_marine_Nemipterus sp,OOD
/home/reshma/Otolith/otolith_Final/OOD/shallow_marine/Nemipterus sp/L_sp4_Image004.tif,OOD,OOD_shallow_marine_Nemipterus sp,Neomerinthe erostris,182.20009,6.112058,26.81650703430176,True,OOD_shallow_marine_Nemipterus sp,OOD
/home/reshma/Otolith/otolith_Final/OOD/shallow_marine/Nemipterus sp/L_sp4_Image005.tif,OOD,OOD_shallow_marine_Nemipterus sp,Neomerinthe erostris,185.87956,5.929591,26.92888683319092,True,OOD_shallow_marine_Nemipterus sp,OOD
/home/reshma/Otolith/otolith_Final/OOD/shallow_marine/Nemipterus sp/L_sp4_Image006.tif,OOD,OOD_shallow_marine_Nemipterus sp,Psenopsis sp,199.09254,5.3739257,29.39639057159424,True,OOD_shallow_marine_Nemipterus sp,OOD
/home/reshma/Otolith/otolith_Final/OOD/shallow_marine/Nemipterus sp/L_sp4_Image007.tif,OOD,OOD_shallow_marine_Nemipterus sp,Psenopsis sp,200.02228,5.3553395,29.08778245925903,True,OOD_shallow_marine_Nemipterus sp,OOD
/home/reshma/Otolith/otolith_Final/OOD/shallow_marine/Nemipterus sp/L_sp4_Image008.tif,OOD,OOD_shallow_marine_Nemipterus sp,Neomerinthe erostris,195.8194,5.045535,26.646764488220214,True,OOD_shallow_marine_Nemipterus sp,OOD
/home/reshma/Otolith/otolith_Final/OOD/shallow_marine/Nemipterus sp/L_sp4_Image009.tif,OOD,OOD_shallow_marine_Nemipterus sp,Neomerinthe erostris,192.23953,5.4067326,27.2825110244751,True,OOD_shallow_marine_Nemipterus sp,OOD
/home/reshma/Otolith/otolith_Final/OOD/shallow_marine/Nemipterus sp/L_sp4_Image010.tif,OOD,OOD_shallow_marine_Nemipterus sp,Neomerinthe erostris,186.0181,5.6443753,27.55036066055298,True,OOD_shallow_marine_Nemipterus sp,OOD
/home/reshma/Otolith/otolith_Final/OOD/shallow_marine/Nemipterus sp/L_sp4_Image011.tif,OOD,OOD_shallow_marine_Nemipterus sp,Neomerinthe erostris,191.08025,5.21279,27.08125341415405,True,OOD_shallow_marine_Nemipterus sp,OOD
/home/reshma/Otolith/otolith_Final/OOD/shallow_marine/Nemipterus sp/L_sp4_Image012.tif,OOD,OOD_shallow_marine_Nemipterus sp,Neomerinthe erostris,165.5211,5.3123045,25.363140525817872,True,OOD_shallow_marine_Nemipterus sp,OOD
/home/reshma/Otolith/otolith_Final/OOD/shallow_marine/Nemipterus sp/L_sp4_Image013.tif,OOD,OOD_shallow_marine_Nemipterus sp,Neomerinthe erostris,152.14542,5.6207986,24.764026222229003,True,OOD_shallow_marine_Nemipterus sp,OOD
/home/reshma/Otolith/otolith_Final/OOD/shallow_marine/Nemipterus sp/L_sp5_Image001.tif,OOD,OOD_shallow_marine_Nemipterus sp,Neomerinthe erostris,171.37688,5.905356,26.11491945266724,True,OOD_shallow_marine_Nemipterus sp,OOD
/home/reshma/Otolith/otolith_Final/OOD/shallow_marine/Nemipterus sp/L_sp5_Image002.tif,OOD,OOD_shallow_marine_Nemipterus sp,Neomerinthe erostris,171.53694,5.8707604,25.999385108947752,True,OOD_shallow_marine_Nemipterus sp,OOD
/home/reshma/Otolith/otolith_Final/OOD/shallow_marine/Nemipterus sp/L_sp5_Image003.tif,OOD,OOD_shallow_marine_Nemipterus sp,Neomerinthe erostris,168.20561,6.047436,26.1628786277771,True,OOD_shallow_marine_Nemipterus sp,OOD
/home/reshma/Otolith/otolith_Final/OOD/shallow_marine/Nemipterus sp/L_sp5_Image004.tif,OOD,OOD_shallow_marine_Nemipterus sp,Neomerinthe erostris,169.44537,5.912104,26.14511194229126,True,OOD_shallow_marine_Nemipterus sp,OOD
/home/reshma/Otolith/otolith_Final/OOD/shallow_marine/Nemipterus sp/L_sp5_Image005.tif,OOD,OOD_shallow_marine_Nemipterus sp,Neomerinthe erostris,171.31917,5.797154,25.96294406890869,True,OOD_shallow_marine_Nemipterus sp,OOD
/home/reshma/Otolith/otolith_Final/OOD/shallow_marine/Nemipterus sp/L_sp5_Image006.tif,OOD,OOD_shallow_marine_Nemipterus sp,Neomerinthe erostris,169.29094,5.86806,25.89357883453369,True,OOD_shallow_marine_Nemipterus sp,OOD
/home/reshma/Otolith/otolith_Final/OOD/shallow_marine/Nemipterus sp/L_sp5_Image007.tif,OOD,OOD_shallow_marine_Nemipterus sp,Neomerinthe erostris,170.261,5.8426185,26.23446159362793,True,OOD_shallow_marine_Nemipterus sp,OOD
/home/reshma/Otolith/otolith_Final/OOD/shallow_marine/Nemipterus sp/L_sp5_Image008.tif,OOD,OOD_shallow_marine_Nemipterus sp,Neomerinthe erostris,167.19176,5.8409233,25.935214138031007,True,OOD_shallow_marine_Nemipterus sp,OOD
/home/reshma/Otolith/otolith_Final/OOD/shallow_marine/Nemipterus sp/L_sp5_Image009.tif,OOD,OOD_shallow_marine_Nemipterus sp,Neomerinthe erostris,154.84366,6.120893,25.358819580078126,True,OOD_shallow_marine_Nemipterus sp,OOD
/home/reshma/Otolith/otolith_Final/OOD/shallow_marine/Nemipterus sp/L_sp5_Image010.tif,OOD,OOD_shallow_marine_Nemipterus sp,Neomerinthe erostris,170.87053,5.8734546,26.126668319702148,True,OOD_shallow_marine_Nemipterus sp,OOD
/home/reshma/Otolith/otolith_Final/OOD/shallow_marine/Nemipterus sp/L_sp5_Image011.tif,OOD,OOD_shallow_marine_Nemipterus sp,Neomerinthe erostris,194.67018,5.5840483,28.341168518066407,True,OOD_shallow_marine_Nemipterus sp,OOD
/home/reshma/Otolith/otolith_Final/OOD/shallow_marine/Nemipterus sp/L_sp5_Image012.tif,OOD,OOD_shallow_marine_Nemipterus sp,Neomerinthe erostris,195.3301,5.527975,28.3816770362854,True,OOD_shallow_marine_Nemipterus sp,OOD
/home/reshma/Otolith/otolith_Final/OOD/shallow_marine/Nemipterus sp/L_sp5_Image013.tif,OOD,OOD_shallow_marine_Nemipterus sp,Neomerinthe erostris,194.33696,5.5999675,28.321484298706054,True,OOD_shallow_marine_Nemipterus sp,OOD
/home/reshma/Otolith/otolith_Final/OOD/shallow_marine/Nemipterus sp/L_sp5_Image014.tif,OOD,OOD_shallow_marine_Nemipterus sp,Neomerinthe erostris,196.8277,5.798114,28.722917041778565,True,OOD_shallow_marine_Nemipterus sp,OOD
/home/reshma/Otolith/otolith_Final/OOD/shallow_marine/Nemipterus sp/L_sp5_Image015.tif,OOD,OOD_shallow_marine_Nemipterus sp,Neomerinthe erostris,175.91513,6.230875,27.08157241821289,True,OOD_shallow_marine_Nemipterus sp,OOD
/home/reshma/Otolith/otolith_Final/OOD/shallow_marine/Nemipterus sp/L_sp5_Image016.tif,OOD,OOD_shallow_marine_Nemipterus sp,Neomerinthe erostris,162.48232,5.6586533,25.59011236190796,True,OOD_shallow_marine_Nemipterus sp,OOD
/home/reshma/Otolith/otolith_Final/OOD/shallow_marine/Nemipterus sp/L_sp6_Image001.tif,OOD,OOD_shallow_marine_Nemipterus sp,Neomerinthe erostris,167.6218,6.2863326,25.072969017028807,True,OOD_shallow_marine_Nemipterus sp,OOD
/home/reshma/Otolith/otolith_Final/OOD/shallow_marine/Nemipterus sp/L_sp6_Image002.tif,OOD,OOD_shallow_marine_Nemipterus sp,Neomerinthe erostris,167.25323,6.238779,25.12027313232422,True,OOD_shallow_marine_Nemipterus sp,OOD
/home/reshma/Otolith/otolith_Final/OOD/shallow_marine/Nemipterus sp/L_sp6_Image003.tif,OOD,OOD_shallow_marine_Nemipterus sp,Neomerinthe erostris,163.19334,6.2599072,24.97932731628418,True,OOD_shallow_marine_Nemipterus sp,OOD
/home/reshma/Otolith/otolith_Final/OOD/shallow_marine/Nemipterus sp/L_sp6_Image004.tif,OOD,OOD_shallow_marine_Nemipterus sp,Neomerinthe erostris,164.00223,6.2481303,25.0895852470398,True,OOD_shallow_marine_Nemipterus sp,OOD
/home/reshma/Otolith/otolith_Final/OOD/shallow_marine/Nemipterus sp/L_sp6_Image005.tif,OOD,OOD_shallow_marine_Nemipterus sp,Neomerinthe erostris,160.46133,6.468538,25.345619983673096,True,OOD_shallow_marine_Nemipterus sp,OOD
/home/reshma/Otolith/otolith_Final/OOD/shallow_marine/Nemipterus sp/L_sp6_Image006.tif,OOD,OOD_shallow_marine_Nemipterus sp,Neomerinthe erostris,174.53113,6.5109324,26.151634731292724,True,OOD_shallow_marine_Nemipterus sp,OOD
/home/reshma/Otolith/otolith_Final/OOD/shallow_marine/Nemipterus sp/L_sp6_Image007.tif,OOD,OOD_shallow_marine_Nemipterus sp,Neomerinthe erostris,160.32208,6.5103755,25.492928218841552,True,OOD_shallow_marine_Nemipterus sp,OOD
/home/reshma/Otolith/otolith_Final/OOD/shallow_marine/Nemipterus sp/L_sp6_Image008.tif,OOD,OOD_shallow_marine_Nemipterus sp,Neomerinthe erostris,184.83131,6.1673985,26.752698059082032,True,OOD_shallow_marine_Nemipterus sp,OOD
/home/reshma/Otolith/otolith_Final/OOD/shallow_marine/Nemipterus sp/L_sp6_Image009.tif,OOD,OOD_shallow_marine_Nemipterus sp,Neomerinthe erostris,170.78519,6.4527955,26.41206874847412,True,OOD_shallow_marine_Nemipterus sp,OOD
/home/reshma/Otolith/otolith_Final/OOD/shallow_marine/Nemipterus sp/L_sp6_Image010.tif,OOD,OOD_shallow_marine_Nemipterus sp,Neomerinthe erostris,158.43394,6.3428526,24.82955837249756,True,OOD_shallow_marine_Nemipterus sp,OOD
/home/reshma/Otolith/otolith_Final/OOD/shallow_marine/Nemipterus sp/L_sp6_Image011.tif,OOD,OOD_shallow_marine_Nemipterus sp,Neomerinthe erostris,158.0833,6.6421127,25.39765319824219,True,OOD_shallow_marine_Nemipterus sp,OOD
/home/reshma/Otolith/otolith_Final/OOD/shallow_marine/Nemipterus sp/L_sp6_Image013.tif,OOD,OOD_shallow_marine_Nemipterus sp,Neomerinthe erostris,151.44609,5.7974353,24.725145015716556,True,OOD_shallow_marine_Nemipterus sp,OOD
/home/reshma/Otolith/otolith_Final/OOD/shallow_marine/Nemipterus sp/L_sp7_Image002.tif,OOD,OOD_shallow_marine_Nemipterus sp,Neomerinthe erostris,152.89117,6.2810454,25.260766639709477,True,OOD_shallow_marine_Nemipterus sp,OOD
/home/reshma/Otolith/otolith_Final/OOD/shallow_marine/Nemipterus sp/L_sp7_Image003.tif,OOD,OOD_shallow_marine_Nemipterus sp,Neomerinthe erostris,153.0314,6.2521524,25.38675552368164,True,OOD_shallow_marine_Nemipterus sp,OOD
/home/reshma/Otolith/otolith_Final/OOD/shallow_marine/Nemipterus sp/L_sp7_Image004.tif,OOD,OOD_shallow_marine_Nemipterus sp,Neomerinthe erostris,154.00679,6.3258643,25.44333694458008,True,OOD_shallow_marine_Nemipterus sp,OOD
/home/reshma/Otolith/otolith_Final/OOD/shallow_marine/Nemipterus sp/L_sp7_Image005.tif,OOD,OOD_shallow_marine_Nemipterus sp,Neomerinthe erostris,179.9231,6.208931,26.57365867614746,True,OOD_shallow_marine_Nemipterus sp,OOD
/home/reshma/Otolith/otolith_Final/OOD/shallow_marine/Nemipterus sp/L_sp7_Image006.tif,OOD,OOD_shallow_marine_Nemipterus sp,Neomerinthe erostris,144.2575,6.0125194,24.77042545318604,True,OOD_shallow_marine_Nemipterus sp,OOD
/home/reshma/Otolith/otolith_Final/OOD/shallow_marine/Nemipterus sp/L_sp7_Image007.tif,OOD,OOD_shallow_marine_Nemipterus sp,Neomerinthe erostris,153.63545,6.4877005,25.95804843902588,True,OOD_shallow_marine_Nemipterus sp,OOD
/home/reshma/Otolith/otolith_Final/OOD/shallow_marine/Nemipterus sp/L_sp7_Image008.tif,OOD,OOD_shallow_marine_Nemipterus sp,Neomerinthe erostris,143.94368,6.4573994,25.63233276367188,True,OOD_shallow_marine_Nemipterus sp,OOD
/home/reshma/Otolith/otolith_Final/OOD/shallow_marine/Nemipterus sp/L_sp7_Image009.tif,OOD,OOD_shallow_marine_Nemipterus sp,Neomerinthe erostris,156.64195,6.86609,25.284623222351076,True,OOD_shallow_marine_Nemipterus sp,OOD
/home/reshma/Otolith/otolith_Final/OOD/shallow_marine/Nemipterus sp/L_sp7_Image010.tif,OOD,OOD_shallow_marine_Nemipterus sp,Neomerinthe erostris,182.26628,6.462434,27.21596866607666,True,OOD_shallow_marine_Nemipterus sp,OOD
/home/reshma/Otolith/otolith_Final/OOD/shallow_marine/Nemipterus sp/L_sp7_Image011.tif,OOD,OOD_shallow_marine_Nemipterus sp,Neomerinthe erostris,138.07774,6.366377,25.281257705688475,True,OOD_shallow_marine_Nemipterus sp,OOD
/home/reshma/Otolith/otolith_Final/OOD/shallow_marine/Nemipterus sp/L_sp7_Image012.tif,OOD,OOD_shallow_marine_Nemipterus sp,Neomerinthe erostris,148.59204,6.6346684,25.444896049499512,True,OOD_shallow_marine_Nemipterus sp,OOD
/home/reshma/Otolith/otolith_Final/OOD/shallow_marine/Nemipterus sp/L_sp7_Image013.tif,OOD,OOD_shallow_marine_Nemipterus sp,Neomerinthe erostris,139.05116,6.418266,25.363206405639648,True,OOD_shallow_marine_Nemipterus sp,OOD
/home/reshma/Otolith/otolith_Final/OOD/shallow_marine/Nemipterus sp/L_sp7_Image014.tif,OOD,OOD_shallow_marine_Nemipterus sp,Neomerinthe erostris,138.39159,5.6048355,24.88498447418213,True,OOD_shallow_marine_Nemipterus sp,OOD
/home/reshma/Otolith/otolith_Final/OOD/shallow_marine/Nemipterus sp/L_sp8_Image001.tif,OOD,OOD_shallow_marine_Nemipterus sp,Neomerinthe erostris,151.34209,5.859028,24.09762531280517,True,OOD_shallow_marine_Nemipterus sp,OOD
/home/reshma/Otolith/otolith_Final/OOD/shallow_marine/Nemipterus sp/L_sp8_Image002.tif,OOD,OOD_shallow_marine_Nemipterus sp,Neomerinthe erostris,145.15552,5.2412972,24.29480396270752,True,OOD_shallow_marine_Nemipterus sp,OOD
/home/reshma/Otolith/otolith_Final/OOD/shallow_marine/Nemipterus sp/L_sp8_Image003.tif,OOD,OOD_shallow_marine_Nemipterus sp,Neomerinthe erostris,147.18114,5.282913,23.70215892791748,True,OOD_shallow_marine_Nemipterus sp,OOD
/home/reshma/Otolith/otolith_Final/OOD/shallow_marine/Nemipterus sp/L_sp8_Image004.tif,OOD,OOD_shallow_marine_Nemipterus sp,Neomerinthe erostris,143.54706,5.2073107,23.87243091583252,True,OOD_shallow_marine_Nemipterus sp,OOD
/home/reshma/Otolith/otolith_Final/OOD/shallow_marine/Nemipterus sp/L_sp8_Image005.tif,OOD,OOD_shallow_marine_Nemipterus sp,Neomerinthe erostris,144.80925,5.1554985,24.050959644317626,True,OOD_shallow_marine_Nemipterus sp,OOD
/home/reshma/Otolith/otolith_Final/OOD/shallow_marine/Nemipterus sp/L_sp8_Image006.tif,OOD,OOD_shallow_marine_Nemipterus sp,Neomerinthe erostris,144.60423,5.8019867,23.818266582489013,True,OOD_shallow_marine_Nemipterus sp,OOD
/home/reshma/Otolith/otolith_Final/OOD/shallow_marine/Nemipterus sp/L_sp8_Image007.tif,OOD,OOD_shallow_marine_Nemipterus sp,Neomerinthe erostris,167.97241,5.8526177,25.95437828063965,True,OOD_shallow_marine_Nemipterus sp,OOD
/home/reshma/Otolith/otolith_Final/OOD/shallow_marine/Nemipterus sp/L_sp8_Image008.tif,OOD,OOD_shallow_marine_Nemipterus sp,Neomerinthe erostris,141.175,5.531561,24.317809581756592,True,OOD_shallow_marine_Nemipterus sp,OOD
