path,source,true_label,assign_class,maha,pca,knn,is_ood,label,group
/home/reshma/Otolith/otolith_Final/OOD/shallow_marine/Oreochromis sp/L_sp2_Image002.tif,OOD,OOD_shallow_marine_Oreochromis sp,Neomerinthe erostris,169.72986,7.403752,22.867713737487797,True,OOD_shallow_marine_Oreochromis sp,OOD
/home/reshma/Otolith/otolith_Final/OOD/shallow_marine/Oreochromis sp/L_sp2_Image003.tif,OOD,OOD_shallow_marine_Oreochromis sp,Neomerinthe erostris,160.74866,7.489585,23.26505043029785,True,OOD_shallow_marine_Oreochromis sp,OOD
/home/reshma/Otolith/otolith_Final/OOD/shallow_marine/Oreochromis sp/L_sp2_Image004.tif,OOD,OOD_shallow_marine_Oreochromis sp,Neomerinthe erostris,152.28436,6.9649205,22.89743865966797,True,OOD_shallow_marine_Oreochromis sp,OOD
/home/reshma/Otolith/otolith_Final/OOD/shallow_marine/Oreochromis sp/L_sp2_Image005.tif,OOD,OOD_shallow_marine_Oreochromis sp,Neomerinthe erostris,139.0458,6.8754396,23.01805740356445,True,OOD_shallow_marine_Oreochromis sp,OOD
/home/reshma/Otolith/otolith_Final/OOD/shallow_marine/Oreochromis sp/L_sp2_Image006.tif,OOD,OOD_shallow_marine_Oreochromis sp,Neomerinthe erostris,171.88982,7.480975,22.23345237731933,True,OOD_shallow_marine_Oreochromis sp,OOD
/home/reshma/Otolith/otolith_Final/OOD/shallow_marine/Oreochromis sp/L_sp2_Image007.tif,OOD,OOD_shallow_marine_Oreochromis sp,Neomerinthe erostris,157.28162,6.713613,18.910546951293945,True,OOD_shallow_marine_Oreochromis sp,OOD
/home/reshma/Otolith/otolith_Final/OOD/shallow_marine/Oreochromis sp/L_sp2_Image008.tif,OOD,OOD_shallow_marine_Oreochromis sp,Neomerinthe erostris,161.90909,7.0042315,19.35785800933838,True,OOD_shallow_marine_Oreochromis sp,OOD
/home/reshma/Otolith/otolith_Final/OOD/shallow_marine/Oreochromis sp/L_sp3_Image001.tif,OOD,OOD_shallow_marine_Oreochromis sp,Neomerinthe erostris,182.03305,7.2799745,23.31546367645264,True,OOD_shallow_marine_Oreochromis sp,OOD
/home/reshma/Otolith/otolith_Final/OOD/shallow_marine/Oreochromis sp/L_sp3_Image002.tif,OOD,OOD_shallow_marine_Oreochromis sp,Neomerinthe erostris,175.36905,7.107506,22.29714252471924,True,OOD_shallow_marine_Oreochromis sp,OOD
/home/reshma/Otolith/otolith_Final/OOD/shallow_marine/Oreochromis sp/L_sp3_Image003.tif,OOD,OOD_shallow_marine_Oreochromis sp,Neomerinthe erostris,176.06735,7.153049,22.362070159912108,True,OOD_shallow_marine_Oreochromis sp,OOD
/home/reshma/Otolith/otolith_Final/OOD/shallow_marine/Oreochromis sp/L_sp3_Image004.tif,OOD,OOD_shallow_marine_Oreochromis sp,Neomerinthe erostris,161.10188,7.040319,21.894831657409668,True,OOD_shallow_marine_Oreochromis sp,OOD
/home/reshma/Otolith/otolith_Final/OOD/shallow_marine/Oreochromis sp/L_sp3_Image005.tif,OOD,OOD_shallow_marine_Oreochromis sp,Neomerinthe erostris,177.28424,6.8525696,23.419949455261232,True,OOD_shallow_marine_Oreochromis sp,OOD
/home/reshma/Otolith/otolith_Final/OOD/shallow_marine/Oreochromis sp/L_sp3_Image006.tif,OOD,OOD_shallow_marine_Oreochromis sp,Neomerinthe erostris,150.29784,6.7620387,21.646949348449706,True,OOD_shallow_marine_Oreochromis sp,OOD
/home/reshma/Otolith/otolith_Final/OOD/shallow_marine/Oreochromis sp/L_sp3_Image007.tif,OOD,OOD_shallow_marine_Oreochromis sp,Neomerinthe erostris,139.51294,6.3444576,21.18023265838623,True,OOD_shallow_marine_Oreochromis sp,OOD
/home/reshma/Otolith/otolith_Final/OOD/shallow_marine/Oreochromis sp/L_sp3_Image008.tif,OOD,OOD_shallow_marine_Oreochromis sp,Neomerinthe erostris,144.01434,6.389609,22.15805316925049,True,OOD_shallow_marine_Oreochromis sp,OOD
/home/reshma/Otolith/otolith_Final/OOD/shallow_marine/Oreochromis sp/L_sp3_Image009.tif,OOD,OOD_shallow_marine_Oreochromis sp,Neomerinthe erostris,158.45811,6.92479,22.265033683776856,True,OOD_shallow_marine_Oreochromis sp,OOD
/home/reshma/Otolith/otolith_Final/OOD/shallow_marine/Oreochromis sp/L_sp3_Image010.tif,OOD,OOD_shallow_marine_Oreochromis sp,Neomerinthe erostris,160.00914,6.666358,22.144512825012207,True,OOD_shallow_marine_Oreochromis sp,OOD
/home/reshma/Otolith/otolith_Final/OOD/shallow_marine/Oreochromis sp/L_sp3_Image011.tif,OOD,OOD_shallow_marine_Oreochromis sp,Neomerinthe erostris,155.543,6.46667,21.85123332977295,True,OOD_shallow_marine_Oreochromis sp,OOD
/home/reshma/Otolith/otolith_Final/OOD/shallow_marine/Oreochromis sp/L_sp4_Image001.tif,OOD,OOD_shallow_marine_Oreochromis sp,Neomerinthe erostris,138.49957,6.908159,22.06496189117432,True,OOD_shallow_marine_Oreochromis sp,OOD
/home/reshma/Otolith/otolith_Final/OOD/shallow_marine/Oreochromis sp/L_sp4_Image002.tif,OOD,OOD_shallow_marine_Oreochromis sp,Neomerinthe erostris,139.5607,6.9562182,22.08912822723389,True,OOD_shallow_marine_Oreochromis sp,OOD
/home/reshma/Otolith/otolith_Final/OOD/shallow_marine/Oreochromis sp/L_sp4_Image003.tif,OOD,OOD_shallow_marine_Oreochromis sp,Neomerinthe erostris,138.5199,6.886881,21.951122703552247,True,OOD_shallow_marine_Oreochromis sp,OOD
/home/reshma/Otolith/otolith_Final/OOD/shallow_marine/Oreochromis sp/L_sp4_Image004.tif,OOD,OOD_shallow_marine_Oreochromis sp,Neomerinthe erostris,137.93199,6.992432,22.051540718078613,True,OOD_shallow_marine_Oreochromis sp,OOD
/home/reshma/Otolith/otolith_Final/OOD/shallow_marine/Oreochromis sp/L_sp4_Image005.tif,OOD,OOD_shallow_marine_Oreochromis sp,Neomerinthe erostris,140.42863,6.916025,22.07557060241699,True,OOD_shallow_marine_Oreochromis sp,OOD
/home/reshma/Otolith/otolith_Final/OOD/shallow_marine/Oreochromis sp/L_sp4_Image006.tif,OOD,OOD_shallow_marine_Oreochromis sp,Neomerinthe erostris,147.22478,7.2823462,22.62168037414551,True,OOD_shallow_marine_Oreochromis sp,OOD
/home/reshma/Otolith/otolith_Final/OOD/shallow_marine/Oreochromis sp/L_sp4_Image007.tif,OOD,OOD_shallow_marine_Oreochromis sp,Neomerinthe erostris,141.43317,7.2462897,22.43520263671875,True,OOD_shallow_marine_Oreochromis sp,OOD
/home/reshma/Otolith/otolith_Final/OOD/shallow_marine/Oreochromis sp/L_sp4_Image008.tif,OOD,OOD_shallow_marine_Oreochromis sp,Neomerinthe erostris,138.75645,7.2169876,22.573431510925293,True,OOD_shallow_marine_Oreochromis sp,OOD
/home/reshma/Otolith/otolith_Final/OOD/shallow_marine/Oreochromis sp/L_sp4_Image009.tif,OOD,OOD_shallow_marine_Oreochromis sp,Neomerinthe erostris,127.54367,7.106006,23.23976558685303,True,OOD_shallow_marine_Oreochromis sp,OOD
/home/reshma/Otolith/otolith_Final/OOD/shallow_marine/Oreochromis sp/L_sp5_Image001.tif,OOD,OOD_shallow_marine_Oreochromis sp,Neomerinthe erostris,146.14574,6.11602,21.09015911102295,True,OOD_shallow_marine_Oreochromis sp,OOD
/home/reshma/Otolith/otolith_Final/OOD/shallow_marine/Oreochromis sp/L_sp5_Image002.tif,OOD,OOD_shallow_marine_Oreochromis sp,Neomerinthe erostris,145.63272,6.382885,20.506757698059083,True,OOD_shallow_marine_Oreochromis sp,OOD
/home/reshma/Otolith/otolith_Final/OOD/shallow_marine/Oreochromis sp/L_sp5_Image003.tif,OOD,OOD_shallow_marine_Oreochromis sp,Neomerinthe erostris,145.12386,6.350796,21.300096588134764,True,OOD_shallow_marine_Oreochromis sp,OOD
/home/reshma/Otolith/otolith_Final/OOD/shallow_marine/Oreochromis sp/L_sp5_Image004.tif,OOD,OOD_shallow_marine_Oreochromis sp,Neomerinthe erostris,136.727,6.2400293,20.87174575805664,True,OOD_shallow_marine_Oreochromis sp,OOD
/home/reshma/Otolith/otolith_Final/OOD/shallow_marine/Oreochromis sp/L_sp5_Image005.tif,OOD,OOD_shallow_marine_Oreochromis sp,Neomerinthe erostris,141.57022,6.2650504,21.180656814575197,True,OOD_shallow_marine_Oreochromis sp,OOD
/home/reshma/Otolith/otolith_Final/OOD/shallow_marine/Oreochromis sp/L_sp5_Image006.tif,OOD,OOD_shallow_marine_Oreochromis sp,Neomerinthe erostris,137.35516,6.1216807,20.6526700592041,True,OOD_shallow_marine_Oreochromis sp,OOD
/home/reshma/Otolith/otolith_Final/OOD/shallow_marine/Oreochromis sp/L_sp5_Image007.tif,OOD,OOD_shallow_marine_Oreochromis sp,Neomerinthe erostris,139.09396,6.1550093,20.746841163635253,True,OOD_shallow_marine_Oreochromis sp,OOD
/home/reshma/Otolith/otolith_Final/OOD/shallow_marine/Oreochromis sp/L_sp5_Image008.tif,OOD,OOD_shallow_marine_Oreochromis sp,Neomerinthe erostris,145.65875,6.3878827,20.57766605377197,True,OOD_shallow_marine_Oreochromis sp,OOD
/home/reshma/Otolith/otolith_Final/OOD/shallow_marine/Oreochromis sp/L_sp5_Image009.tif,OOD,OOD_shallow_marine_Oreochromis sp,Neomerinthe erostris,145.84686,6.3507175,20.455109786987304,True,OOD_shallow_marine_Oreochromis sp,OOD
/home/reshma/Otolith/otolith_Final/OOD/shallow_marine/Oreochromis sp/L_sp5_Image010.tif,OOD,OOD_shallow_marine_Oreochromis sp,Neomerinthe erostris,165.14851,6.866117,22.06000469207764,True,OOD_shallow_marine_Oreochromis sp,OOD
/home/reshma/Otolith/otolith_Final/OOD/shallow_marine/Oreochromis sp/L_sp5_Image011.tif,OOD,OOD_shallow_marine_Oreochromis sp,Neomerinthe erostris,160.07018,6.5549245,20.656322441101075,True,OOD_shallow_marine_Oreochromis sp,OOD
/home/reshma/Otolith/otolith_Final/OOD/shallow_marine/Oreochromis sp/L_sp6_Image001.tif,OOD,OOD_shallow_marine_Oreochromis sp,Neomerinthe erostris,133.97931,6.4368453,21.254269790649413,True,OOD_shallow_marine_Oreochromis sp,OOD
/home/reshma/Otolith/otolith_Final/OOD/shallow_marine/Oreochromis sp/L_sp6_Image002.tif,OOD,OOD_shallow_marine_Oreochromis sp,Neomerinthe erostris,145.79002,6.5266423,21.459852142333983,True,OOD_shallow_marine_Oreochromis sp,OOD
/home/reshma/Otolith/otolith_Final/OOD/shallow_marine/Oreochromis sp/L_sp6_Image003.tif,OOD,OOD_shallow_marine_Oreochromis sp,Neomerinthe erostris,138.56505,6.6078224,21.64784397125244,True,OOD_shallow_marine_Oreochromis sp,OOD
/home/reshma/Otolith/otolith_Final/OOD/shallow_marine/Oreochromis sp/L_sp6_Image004.tif,OOD,OOD_shallow_marine_Oreochromis sp,Neomerinthe erostris,137.93008,6.7351947,21.941669731140134,True,OOD_shallow_marine_Oreochromis sp,OOD
/home/reshma/Otolith/otolith_Final/OOD/shallow_marine/Oreochromis sp/L_sp6_Image005.tif,OOD,OOD_shallow_marine_Oreochromis sp,Neomerinthe erostris,136.32054,6.553337,21.738834686279297,True,OOD_shallow_marine_Oreochromis sp,OOD
/home/reshma/Otolith/otolith_Final/OOD/shallow_marine/Oreochromis sp/L_sp6_Image006.tif,OOD,OOD_shallow_marine_Oreochromis sp,Neomerinthe erostris,128.30696,6.420451,21.486631317138677,True,OOD_shallow_marine_Oreochromis sp,OOD
/home/reshma/Otolith/otolith_Final/OOD/shallow_marine/Oreochromis sp/L_sp6_Image007.tif,OOD,OOD_shallow_marine_Oreochromis sp,Neomerinthe erostris,148.98112,6.920333,21.81472225189209,True,OOD_shallow_marine_Oreochromis sp,OOD
/home/reshma/Otolith/otolith_Final/OOD/shallow_marine/Oreochromis sp/L_sp6_Image008.tif,OOD,OOD_shallow_marine_Oreochromis sp,Neomerinthe erostris,151.81993,6.981371,22.193566970825195,True,OOD_shallow_marine_Oreochromis sp,OOD
/home/reshma/Otolith/otolith_Final/OOD/shallow_marine/Oreochromis sp/L_sp6_Image009.tif,OOD,OOD_shallow_marine_Oreochromis sp,Neomerinthe erostris,154.33408,6.9206147,22.28041069030762,True,OOD_shallow_marine_Oreochromis sp,OOD
/home/reshma/Otolith/otolith_Final/OOD/shallow_marine/Oreochromis sp/L_sp6_Image010.tif,OOD,OOD_shallow_marine_Oreochromis sp,Neomerinthe erostris,153.71452,6.917392,22.290445556640623,True,OOD_shallow_marine_Oreochromis sp,OOD
/home/reshma/Otolith/otolith_Final/OOD/shallow_marine/Oreochromis sp/L_sp6_Image011.tif,OOD,OOD_shallow_marine_Oreochromis sp,Neomerinthe erostris,153.1505,6.8683558,22.12898063659668,True,OOD_shallow_marine_Oreochromis sp,OOD
/home/reshma/Otolith/otolith_Final/OOD/shallow_marine/Oreochromis sp/L_sp6_Image012.tif,OOD,OOD_shallow_marine_Oreochromis sp,Neomerinthe erostris,152.74754,6.924572,22.10932052612305,True,OOD_shallow_marine_Oreochromis sp,OOD
/home/reshma/Otolith/otolith_Final/OOD/shallow_marine/Oreochromis sp/L_sp6_Image013.tif,OOD,OOD_shallow_marine_Oreochromis sp,Neomerinthe erostris,129.45639,6.1556835,22.39492538452149,True,OOD_shallow_marine_Oreochromis sp,OOD
/home/reshma/Otolith/otolith_Final/OOD/shallow_marine/Oreochromis sp/L_sp6_Image014.tif,OOD,OOD_shallow_marine_Oreochromis sp,Neomerinthe erostris,132.89948,6.0273423,22.29562774658203,True,OOD_shallow_marine_Oreochromis sp,OOD
/home/reshma/Otolith/otolith_Final/OOD/shallow_marine/Oreochromis sp/R_sp1Image001.tif,OOD,OOD_shallow_marine_Oreochromis sp,Neomerinthe erostris,123.89574,6.677947,22.39851940155029,True,OOD_shallow_marine_Oreochromis sp,OOD
/home/reshma/Otolith/otolith_Final/OOD/shallow_marine/Oreochromis sp/R_sp1Image002.tif,OOD,OOD_shallow_marine_Oreochromis sp,Neomerinthe erostris,122.51427,6.483434,22.303318557739257,True,OOD_shallow_marine_Oreochromis sp,OOD
/home/reshma/Otolith/otolith_Final/OOD/shallow_marine/Oreochromis sp/R_sp1Image003.tif,OOD,OOD_shallow_marine_Oreochromis sp,Neomerinthe erostris,129.80273,6.2767043,20.96433776855469,True,OOD_shallow_marine_Oreochromis sp,OOD
/home/reshma/Otolith/otolith_Final/OOD/shallow_marine/Oreochromis sp/R_sp1Image004.tif,OOD,OOD_shallow_marine_Oreochromis sp,Neomerinthe erostris,128.35693,6.33628,21.117323722839355,True,OOD_shallow_marine_Oreochromis sp,OOD
/home/reshma/Otolith/otolith_Final/OOD/shallow_marine/Oreochromis sp/R_sp1Image005.tif,OOD,OOD_shallow_marine_Oreochromis sp,Neomerinthe erostris,169.75507,6.8422437,21.18916717529297,True,OOD_shallow_marine_Oreochromis sp,OOD
/home/reshma/Otolith/otolith_Final/OOD/shallow_marine/Oreochromis sp/R_sp1Image006.tif,OOD,OOD_shallow_marine_Oreochromis sp,Neomerinthe erostris,130.39792,6.5080814,22.885542106628417,True,OOD_shallow_marine_Oreochromis sp,OOD
/home/reshma/Otolith/otolith_Final/OOD/shallow_marine/Oreochromis sp/R_sp1Image007.tif,OOD,OOD_shallow_marine_Oreochromis sp,Neomerinthe erostris,124.48089,6.4683366,20.43034549713135,True,OOD_shallow_marine_Oreochromis sp,OOD
/home/reshma/Otolith/otolith_Final/OOD/shallow_marine/Oreochromis sp/R_sp1Image008.tif,OOD,OOD_shallow_marine_Oreochromis sp,Neomerinthe erostris,127.89597,6.455417,23.244824714660645,True,OOD_shallow_marine_Oreochromis sp,OOD
/home/reshma/Otolith/otolith_Final/OOD/shallow_marine/Oreochromis sp/R_sp1Image009.tif,OOD,OOD_shallow_marine_Oreochromis sp,Neomerinthe erostris,130.35507,6.5149775,23.042760734558104,True,OOD_shallow_marine_Oreochromis sp,OOD
/home/reshma/Otolith/otolith_Final/OOD/shallow_marine/Oreochromis sp/R_sp1Image010.tif,OOD,OOD_shallow_marine_Oreochromis sp,Neomerinthe erostris,133.44395,6.452193,22.52951030731201,True,OOD_shallow_marine_Oreochromis sp,OOD
/home/reshma/Otolith/otolith_Final/OOD/shallow_marine/Oreochromis sp/R_sp1Image011.tif,OOD,OOD_shallow_marine_Oreochromis sp,Neomerinthe erostris,138.9128,6.5830092,22.906518478393554,True,OOD_shallow_marine_Oreochromis sp,OOD
/home/reshma/Otolith/otolith_Final/OOD/shallow_marine/Oreochromis sp/R_sp1Image012.tif,OOD,OOD_shallow_marine_Oreochromis sp,Neomerinthe erostris,125.44993,6.2666197,20.25950511932373,True,OOD_shallow_marine_Oreochromis sp,OOD
/home/reshma/Otolith/otolith_Final/OOD/shallow_marine/Oreochromis sp/R_sp2_Image001.tif,OOD,OOD_shallow_marine_Oreochromis sp,Neomerinthe erostris,139.43118,6.2819743,21.494125633239747,True,OOD_shallow_marine_Oreochromis sp,OOD
/home/reshma/Otolith/otolith_Final/OOD/shallow_marine/Oreochromis sp/R_sp2_Image002.tif,OOD,OOD_shallow_marine_Oreochromis sp,Neomerinthe erostris,152.79451,6.250238,21.104154205322267,True,OOD_shallow_marine_Oreochromis sp,OOD
/home/reshma/Otolith/otolith_Final/OOD/shallow_marine/Oreochromis sp/R_sp2_Image003.tif,OOD,OOD_shallow_marine_Oreochromis sp,Neomerinthe erostris,173.14436,6.702729,21.710792846679688,True,OOD_shallow_marine_Oreochromis sp,OOD
/home/reshma/Otolith/otolith_Final/OOD/shallow_marine/Oreochromis sp/R_sp2_Image004.tif,OOD,OOD_shallow_marine_Oreochromis sp,Neomerinthe erostris,150.00237,6.1171975,21.21034957885742,True,OOD_shallow_marine_Oreochromis sp,OOD
/home/reshma/Otolith/otolith_Final/OOD/shallow_marine/Oreochromis sp/R_sp2_Image005.tif,OOD,OOD_shallow_marine_Oreochromis sp,Neomerinthe erostris,142.87288,6.186775,20.998483848571777,True,OOD_shallow_marine_Oreochromis sp,OOD
/home/reshma/Otolith/otolith_Final/OOD/shallow_marine/Oreochromis sp/R_sp2_Image006.tif,OOD,OOD_shallow_marine_Oreochromis sp,Neomerinthe erostris,157.03467,6.7589555,20.60863998413086,True,OOD_shallow_marine_Oreochromis sp,OOD
/home/reshma/Otolith/otolith_Final/OOD/shallow_marine/Oreochromis sp/R_sp2_Image007.tif,OOD,OOD_shallow_marine_Oreochromis sp,Neomerinthe erostris,164.8392,7.080534,21.053579139709477,True,OOD_shallow_marine_Oreochromis sp,OOD
/home/reshma/Otolith/otolith_Final/OOD/shallow_marine/Oreochromis sp/R_sp2_Image008.tif,OOD,OOD_shallow_marine_Oreochromis sp,Neomerinthe erostris,166.45625,7.1510897,21.21798900604248,True,OOD_shallow_marine_Oreochromis sp,OOD
/home/reshma/Otolith/otolith_Final/OOD/shallow_marine/Oreochromis sp/R_sp3_Image001.tif,OOD,OOD_shallow_marine_Oreochromis sp,Neomerinthe erostris,144.84131,6.8006034,22.88800994873047,True,OOD_shallow_marine_Oreochromis sp,OOD
/home/reshma/Otolith/otolith_Final/OOD/shallow_marine/Oreochromis sp/R_sp3_Image002.tif,OOD,OOD_shallow_marine_Oreochromis sp,Neomerinthe erostris,146.6831,6.8071737,23.031879005432128,True,OOD_shallow_marine_Oreochromis sp,OOD
/home/reshma/Otolith/otolith_Final/OOD/shallow_marine/Oreochromis sp/R_sp3_Image003.tif,OOD,OOD_shallow_marine_Oreochromis sp,Neomerinthe erostris,153.55667,7.1452017,23.55505126953125,True,OOD_shallow_marine_Oreochromis sp,OOD
/home/reshma/Otolith/otolith_Final/OOD/shallow_marine/Oreochromis sp/R_sp3_Image004.tif,OOD,OOD_shallow_marine_Oreochromis sp,Neomerinthe erostris,137.87894,6.514848,22.418246536254884,True,OOD_shallow_marine_Oreochromis sp,OOD
/home/reshma/Otolith/otolith_Final/OOD/shallow_marine/Oreochromis sp/R_sp3_Image005.tif,OOD,OOD_shallow_marine_Oreochromis sp,Neomerinthe erostris,138.25476,6.656473,22.474132041931156,True,OOD_shallow_marine_Oreochromis sp,OOD
/home/reshma/Otolith/otolith_Final/OOD/shallow_marine/Oreochromis sp/R_sp3_Image006.tif,OOD,OOD_shallow_marine_Oreochromis sp,Neomerinthe erostris,140.3339,6.5889235,22.646085739135746,True,OOD_shallow_marine_Oreochromis sp,OOD
/home/reshma/Otolith/otolith_Final/OOD/shallow_marine/Oreochromis sp/R_sp3_Image007.tif,OOD,OOD_shallow_marine_Oreochromis sp,Neomerinthe erostris,142.4702,6.451482,22.569840087890626,True,OOD_shallow_marine_Oreochromis sp,OOD
/home/reshma/Otolith/otolith_Final/OOD/shallow_marine/Oreochromis sp/R_sp3_Image008.tif,OOD,OOD_shallow_marine_Oreochromis sp,Neomerinthe erostris,145.49599,6.6664815,22.992477073669438,True,OOD_shallow_marine_Oreochromis sp,OOD
/home/reshma/Otolith/otolith_Final/OOD/shallow_marine/Oreochromis sp/R_sp3_Image009.tif,OOD,OOD_shallow_marine_Oreochromis sp,Neomerinthe erostris,137.44502,6.410638,21.89826538085937,True,OOD_shallow_marine_Oreochromis sp,OOD
/home/reshma/Otolith/otolith_Final/OOD/shallow_marine/Oreochromis sp/R_sp3_Image010.tif,OOD,OOD_shallow_marine_Oreochromis sp,Neomerinthe erostris,138.85019,6.1769943,20.818712463378905,True,OOD_shallow_marine_Oreochromis sp,OOD
/home/reshma/Otolith/otolith_Final/OOD/shallow_marine/Oreochromis sp/R_sp4_Image001.tif,OOD,OOD_shallow_marine_Oreochromis sp,Neomerinthe erostris,137.64847,6.8051014,22.981911277771,True,OOD_shallow_marine_Oreochromis sp,OOD
/home/reshma/Otolith/otolith_Final/OOD/shallow_marine/Oreochromis sp/R_sp4_Image002.tif,OOD,OOD_shallow_marine_Oreochromis sp,Neomerinthe erostris,161.56816,7.1087623,22.456214485168456,True,OOD_shallow_marine_Oreochromis sp,OOD
/home/reshma/Otolith/otolith_Final/OOD/shallow_marine/Oreochromis sp/R_sp4_Image003.tif,OOD,OOD_shallow_marine_Oreochromis sp,Neomerinthe erostris,161.2385,7.169291,22.55616310119629,True,OOD_shallow_marine_Oreochromis sp,OOD
/home/reshma/Otolith/otolith_Final/OOD/shallow_marine/Oreochromis sp/R_sp4_Image004.tif,OOD,OOD_shallow_marine_Oreochromis sp,Neomerinthe erostris,144.12926,6.971418,22.634345321655275,True,OOD_shallow_marine_Oreochromis sp,OOD
/home/reshma/Otolith/otolith_Final/OOD/shallow_marine/Oreochromis sp/R_sp4_Image005.tif,OOD,OOD_shallow_marine_Oreochromis sp,Neomerinthe erostris,164.50677,7.196576,21.73763397216797,True,OOD_shallow_marine_Oreochromis sp,OOD
/home/reshma/Otolith/otolith_Final/OOD/shallow_marine/Oreochromis sp/R_sp4_Image006.tif,OOD,OOD_shallow_marine_Oreochromis sp,Neomerinthe erostris,147.28043,7.150521,22.337157135009765,True,OOD_shallow_marine_Oreochromis sp,OOD
/home/reshma/Otolith/otolith_Final/OOD/shallow_marine/Oreochromis sp/R_sp4_Image007.tif,OOD,OOD_shallow_marine_Oreochromis sp,Neomerinthe erostris,141.28954,7.150481,22.102737007141112,True,OOD_shallow_marine_Oreochromis sp,OOD
/home/reshma/Otolith/otolith_Final/OOD/shallow_marine/Oreochromis sp/R_sp4_Image008.tif,OOD,OOD_shallow_marine_Oreochromis sp,Neomerinthe erostris,146.65617,7.193627,22.38861835479736,True,OOD_shallow_marine_Oreochromis sp,OOD
/home/reshma/Otolith/otolith_Final/OOD/shallow_marine/Oreochromis sp/R_sp4_Image009.tif,OOD,OOD_shallow_marine_Oreochromis sp,Neomerinthe erostris,159.89468,7.250371,23.44970600128174,True,OOD_shallow_marine_Oreochromis sp,OOD
/home/reshma/Otolith/otolith_Final/OOD/shallow_marine/Oreochromis sp/R_sp4_Image010.tif,OOD,OOD_shallow_marine_Oreochromis sp,Neomerinthe erostris,149.90541,7.165441,22.85998825073242,True,OOD_shallow_marine_Oreochromis sp,OOD
